id,contractor_id,insurance_type,policy_number,provider_name,provider_phone,coverage_amount,deductible,effective_date,expiration_date,insurance_document_url,insurance_verified,additional_insurance_required,additional_insured_certificate_url,created_at,updated_at,created_by,updated_by
0f211da8-fd0e-4b81-a5e7-3ba0840aa0e1,d91c8b2b-372b-43e5-ba46-190a8d72741b,Workers Comp,353025,Brown Ltd,988-880-4024x6141,762200.85,1048.23,2024-10-27,2027-03-14,https://reid.com/,False,False,https://ford.com/,2026-04-17T02:03:54.133413,2026-04-17T02:03:54.133413,cebbe835-9479-4889-ac3a-2e457aa7d15a,918ec8a8-0a16-42d3-a58d-8653e90eda01
942e192f-37a3-43c3-8463-edf9183f7858,5453d645-7811-4c34-874b-a72cdf51be6f,General Liability,508720,Marsh LLC,(814)359-3471x575,49566.25,2042.59,2024-06-18,2027-12-16,http://chang.com/,False,False,https://richards-wolfe.com/,2026-04-17T02:03:54.133684,2026-04-17T02:03:54.133685,7e9a52c3-e388-4355-ab96-9397f0a30b88,b584af24-d33f-40ef-a320-cb1f9ae75668
b56f3b09-467d-4cfe-adcc-5ae417d8e9da,5453d645-7811-4c34-874b-a72cdf51be6f,Auto,454577,"Carter, Patterson and Jackson",+1-612-234-4029x257,985106.83,3153.03,2024-05-10,2027-07-02,https://www.collins.info/,True,True,http://hebert.org/,2026-04-17T02:03:54.134113,2026-04-17T02:03:54.134114,bc69e50f-fba7-419a-bed3-8d03d776491b,75ba9398-0d96-4cec-b112-128507813a4e
79f42e39-b6ae-4b7c-bb96-a6dd826af708,0f2b13d9-75dd-4f78-a90f-3c39a6c1ab91,Auto,364292,"Liu, Sullivan and Phillips",7282586703,280770.53,3275.63,2024-10-02,2028-03-18,https://reyes.org/,False,False,http://www.bolton.org/,2026-04-17T02:03:54.134523,2026-04-17T02:03:54.134524,e30d6468-6a71-4391-8e25-afbf4a20629e,16943016-2d58-4893-b214-327333ac2116
9a3b2169-644a-478f-ac59-8fa3c9075c0c,c914deb8-66a6-4372-82ad-ef631354f149,General Liability,229681,"Walker, Fields and Roberts",(647)538-0237x2597,755880.6,4085.78,2025-01-10,2027-12-04,http://gross.net/,True,True,https://www.arias.com/,2026-04-17T02:03:54.134841,2026-04-17T02:03:54.134841,fbfd582c-4378-4455-84a2-fb672730a634,71d80a21-75cb-4f04-9b15-b0e9d030007d
e28a24dd-cf90-4a40-8626-c8d066d02f82,c914deb8-66a6-4372-82ad-ef631354f149,Auto,960099,"Thomas, Wilson and Black",620.643.6571x381,215587.32,3814.29,2024-05-17,2026-10-30,http://best-elliott.com/,True,True,http://www.byrd.info/,2026-04-17T02:03:54.135303,2026-04-17T02:03:54.135304,5337b1b6-c8e1-44d8-a69c-9a6a0f15436d,8be3f8ab-e17a-4571-ad61-aa33ea2061af
a0a4b2a2-ad37-4042-99f9-23735a5a545d,1ffb17d9-bdb4-4ab4-8e5c-3e7d42dbb74c,Auto,574417,Dougherty-Gibson,(586)780-3150x925,425383.46,2104.08,2024-11-26,2026-09-03,http://www.jenkins.com/,True,False,https://www.anderson.com/,2026-04-17T02:03:54.135661,2026-04-17T02:03:54.135662,0dc50129-15b9-47ec-a5d9-79fc395f54b9,200104c8-bebd-44ac-805d-c1d46060a571
c7dca875-fa73-4021-b00d-7a7b53f96999,f2455d52-4ca9-4c51-b3ec-746005e7aaa1,General Liability,255193,Smith LLC,(877)656-6976,795585.3,3480.14,2024-04-16,2026-12-09,http://ramos-foster.com/,True,True,https://www.boyd.com/,2026-04-17T02:03:54.136021,2026-04-17T02:03:54.136021,0dc50129-15b9-47ec-a5d9-79fc395f54b9,cad8981d-5722-4195-9278-a5bd885dfb85
8875b972-3bcb-4546-935a-206467e42d14,f2455d52-4ca9-4c51-b3ec-746005e7aaa1,Workers Comp,441680,"Fischer, Alvarez and Ho",516-907-7152,932687.64,1135.79,2024-11-24,2026-09-22,http://perez.com/,True,True,https://wyatt.com/,2026-04-17T02:03:54.136458,2026-04-17T02:03:54.136459,b73afd1d-e846-4c31-a09b-18b5df9e9aa2,9f4317d5-51c8-40b5-8d7a-9fba2a038fd2
6c416f19-14cd-48f6-bc18-f5324a4e9123,9a0154a4-11fd-46ef-8e5b-28a3a5cdd86c,Auto,673046,"Jones, Price and Miller",(956)484-2150x935,553112.36,3440.58,2024-05-27,2027-12-31,https://robbins-johnson.com/,False,True,http://vaughn.com/,2026-04-17T02:03:54.136827,2026-04-17T02:03:54.136828,264124ae-5017-4914-a947-52a3dc992d2d,036a3a97-a6a9-4eae-b3bf-06f8268a9bfc
db76dc02-d968-46ae-9360-24e709137876,380fe7a2-8b84-4a52-9d4a-f647207a4c16,Workers Comp,138903,Morrison-Hernandez,497-490-9063,281233.12,1606.75,2024-06-02,2026-10-27,https://tran.com/,True,True,https://www.castillo-davis.com/,2026-04-17T02:03:54.137140,2026-04-17T02:03:54.137140,fd27ff75-9cbd-42b7-86e1-abedb0ed2b4e,a8db8fa0-f170-4213-bde8-d7f0476e0336
d66af2ab-f55f-4b5c-87db-f38f20ca3999,34d68062-4475-4ec7-aa12-599890b0cf29,Workers Comp,530523,"Rogers, Myers and Robinson",614.966.0004,337442.85,4796.72,2025-01-16,2026-06-17,http://pineda.org/,True,False,https://thomas.org/,2026-04-17T02:03:54.137627,2026-04-17T02:03:54.137627,27f022d1-2029-490e-895f-062caf2afc74,3553967f-ebf9-4772-bad7-d9e6ce3d28a9
ea3ebe01-6ef3-4e7d-a168-bcb6bc6cb8a3,34d68062-4475-4ec7-aa12-599890b0cf29,Auto,360181,Carroll-Sanchez,(389)766-9892,952122.84,2201.1,2024-09-19,2028-02-11,http://www.floyd-poole.biz/,True,True,https://www.francis.com/,2026-04-17T02:03:54.137961,2026-04-17T02:03:54.137962,2c93c718-ebca-4a84-b15d-4c52aade2921,6ec5b7f3-3063-4d0d-a45a-f8e21ae9d0ea
55b44e1e-c555-4e7d-9051-c852e53895e8,9f248c0d-c3ea-4561-806f-5b8a8c2fc76f,Workers Comp,389413,Brown-Richardson,+1-952-453-1301,775998.89,3078.54,2025-02-16,2026-04-24,http://booker.biz/,False,False,http://www.bradley.com/,2026-04-17T02:03:54.138396,2026-04-17T02:03:54.138397,c82f0ef3-f239-4ddc-8e5f-cd43c6625ca0,e6853e09-86f2-4165-9858-6760cd5d6047
26f5efdd-e26e-4219-b8a4-6cf13e878404,9f248c0d-c3ea-4561-806f-5b8a8c2fc76f,Workers Comp,829162,Reyes Group,001-878-312-5703x526,932590.8,3033.89,2024-08-29,2027-01-30,http://bryant.info/,True,True,http://www.cisneros-parker.net/,2026-04-17T02:03:54.138687,2026-04-17T02:03:54.138687,23b68632-83ad-4386-a5f2-6cdd63771b0f,3e537c72-00b7-4334-9c55-9b9f897d9113
88632c70-7321-421c-9243-df0e4e587c9a,7de3d328-6a2f-4193-8253-2f9c8c2538ae,Auto,649499,Frazier-Moore,(586)547-4001x88683,368575.52,2603.85,2024-10-16,2026-06-01,http://hawkins.com/,True,True,http://johnson.com/,2026-04-17T02:03:54.139011,2026-04-17T02:03:54.139012,d242c929-680f-4d71-8f2c-29af403beb70,a8db8fa0-f170-4213-bde8-d7f0476e0336
21ecf85b-2e1e-4ebc-b697-2e28b96e8c0c,315f5787-f469-4bf8-b32d-311ffc83da06,General Liability,528601,Reyes-Kramer,001-848-592-7554x5769,192882.64,3395.62,2025-02-19,2027-05-16,http://www.rice.com/,True,False,http://www.williams.com/,2026-04-17T02:03:54.139474,2026-04-17T02:03:54.139474,d9ae10de-31e3-4e02-842d-82f9e62bb318,b97d2081-7f40-4944-a1f2-f2ff94b92fb8
102d97e6-a7e2-4f68-927c-74dea06e00c4,f3c1a2c4-d029-4711-8ed7-ecb8b9611a8b,Auto,234883,Davis-Weaver,430.879.2876x347,370806.06,1445.05,2024-07-22,2027-03-29,https://graham.biz/,True,True,http://blackwell.biz/,2026-04-17T02:03:54.139749,2026-04-17T02:03:54.139749,3b425228-c78e-4c41-9180-9867ade6e372,f1e2d02f-5d37-45ec-920d-cb0b7cf5f1c0
6fbab0c6-19f8-4e69-b1a8-e272d0df830e,3285ea35-edf5-4e06-a94c-73fc746045b5,Workers Comp,538190,Knapp-Richard,5609951446,154895.83,4929.03,2025-03-28,2028-04-14,https://www.campos.com/,True,False,https://mullins.com/,2026-04-17T02:03:54.140030,2026-04-17T02:03:54.140030,354f8e67-01c4-4f5a-a5c5-7f097f3a1ddc,63202297-7325-4898-a48c-ef29d19a4093
7f10e2b0-b417-4df3-82b6-da73a2f322cb,3285ea35-edf5-4e06-a94c-73fc746045b5,Workers Comp,111822,King and Sons,3406708926,78667.98,3977.62,2024-09-11,2027-07-19,http://www.collins.com/,True,False,https://www.patterson.com/,2026-04-17T02:03:54.140364,2026-04-17T02:03:54.140365,b5e69894-391c-496f-b7fc-6dbb586ee191,463e8917-0c24-4800-abc6-a3a36b1b4804
2c40c49a-0335-4d4f-b0e0-ddd0ec940404,80563cff-c6ea-45ff-91f7-b1fc2d266d79,Auto,636646,Fischer-Savage,+1-838-796-7598x50914,169252.54,1155.81,2024-09-01,2027-10-13,https://martin.com/,True,False,https://cox.com/,2026-04-17T02:03:54.140847,2026-04-17T02:03:54.140847,47367e4f-1209-4a98-86b5-adf87d64b508,837966a2-1389-47d7-8b1b-a43bee3e09fb
f568fb16-6512-4f7d-b113-33e9973eddee,80f71ca9-9fd3-4062-b06a-6c0da1a64cd7,Auto,334703,"Gutierrez, Moran and Smith",311.942.6020x31400,883318.25,2727.28,2024-09-06,2027-12-04,http://www.owens.net/,False,False,http://reynolds.com/,2026-04-17T02:03:54.141287,2026-04-17T02:03:54.141287,9fa002c7-bb10-422c-b7cd-503ce203e437,14d1a0b0-56aa-42e9-887d-0189658c4e1f
5e07dd94-fa55-493a-81cb-ce4a1d2a7c0b,80f71ca9-9fd3-4062-b06a-6c0da1a64cd7,Auto,606940,Owens PLC,+1-429-461-6365x2777,213195.04,739.02,2025-02-27,2026-11-19,https://www.hall-jenkins.net/,False,True,https://www.coleman-rodriguez.biz/,2026-04-17T02:03:54.141624,2026-04-17T02:03:54.141624,9d2242aa-b9a3-410f-be21-f660120f684b,f9f94e07-118a-43fb-8cd9-2eb97a000062
55083d84-e08e-459f-b764-90b029041896,946dc48c-ded3-47e4-afdf-307fa70a9c22,Workers Comp,827522,"Manning, Williams and Davenport",001-530-255-2192,410220.58,2550.29,2024-07-12,2027-08-14,https://navarro.com/,True,True,https://www.beltran.biz/,2026-04-17T02:03:54.142120,2026-04-17T02:03:54.142121,58a9c36f-21df-42ca-92b8-f5d3cd569ade,9bb76753-6681-43d0-a95c-28370a869a65
219da3e2-01d3-4b26-98e9-d35e0a1069f7,946dc48c-ded3-47e4-afdf-307fa70a9c22,Auto,957693,Davis LLC,(654)286-8684,197913.66,3045.48,2024-11-21,2026-10-22,https://www.rivera.com/,False,False,http://jacobs.com/,2026-04-17T02:03:54.142460,2026-04-17T02:03:54.142461,5d621e88-570a-4455-bdee-0fc94ff0811a,1df6c599-30fe-48cf-bfd8-1e394fd3560f
284924c6-fe92-4abf-b93e-ab828be330da,58dcd7cf-72ea-4a4d-b74d-e84bd5e7585d,General Liability,528609,"Adams, Rodriguez and Morales",3638199448,448923.76,1051.32,2024-10-09,2027-09-06,http://harrell.com/,False,False,https://leach.biz/,2026-04-17T02:03:54.142976,2026-04-17T02:03:54.142976,f18193e4-3cdf-4049-8a6f-652d96160cee,a33a13f9-33a4-4b3a-98d4-dc6defc0cfe6
973820ba-fe80-49f8-823e-6f285d4471dc,58dcd7cf-72ea-4a4d-b74d-e84bd5e7585d,General Liability,192495,Garcia Group,001-775-542-0022x64222,194438.23,4961.09,2024-09-06,2027-09-24,http://www.combs.com/,False,True,http://www.williams-stevens.com/,2026-04-17T02:03:54.143341,2026-04-17T02:03:54.143342,5c7444b8-523b-476e-94b6-87a9d11366fb,f82a055e-0005-4cab-81c6-62f08a9f2b7f
7a304ba0-319b-431f-87f5-eee1e94e364b,23c6f0f6-282a-440f-859b-2a4c4694b337,Auto,875482,"Walton, Jones and Monroe",6074353214,466357.9,664.65,2025-03-14,2026-11-21,https://www.clements.com/,True,False,https://www.butler.com/,2026-04-17T02:03:54.143742,2026-04-17T02:03:54.143742,4c1b88b8-a41b-430c-98d1-ca272a7b5a5b,37f0f836-171d-40ed-a2c6-ac40a62650da
5df19912-0fb5-4a88-9496-68be4d1c09a2,23c6f0f6-282a-440f-859b-2a4c4694b337,General Liability,494319,"Rivera, Johnson and Middleton",463.653.0589x806,149362.77,2158.64,2025-02-12,2027-03-17,http://velasquez-mills.com/,True,False,http://reynolds.net/,2026-04-17T02:03:54.144111,2026-04-17T02:03:54.144112,f2b58b22-a18f-47b1-bab8-58b168851d78,28fa9d04-784e-4925-8464-8f2b51bce156
1d530a20-52e7-4ecc-a3b1-84982963f7a7,4f4f0bd8-4cf4-4409-adef-2346c7bbf8fa,Workers Comp,664967,"Graham, Bernard and Ritter",226.210.9214x684,855419.87,4075.8,2024-05-04,2026-11-08,https://www.harris.com/,False,False,http://reed.biz/,2026-04-17T02:03:54.144541,2026-04-17T02:03:54.144542,ccf7da43-e2e4-4c87-813d-5c53d7ecd556,8575dd6f-47f7-45cd-9c70-a3585af9802d
493d637b-d119-4790-b5f8-2947f7eb5199,7fd098e3-af60-4f0f-beaa-bd1cffb5c651,Auto,388977,Santos-Smith,+1-216-210-5568x47803,130202.01,2913.1,2024-07-29,2027-01-07,https://miller-villanueva.com/,False,True,https://www.black.info/,2026-04-17T02:03:54.144869,2026-04-17T02:03:54.144869,d0cad375-2800-4b4b-912a-8ac53e24fbd9,f9cbb8d6-5a7d-4c77-ac86-44886a9cfb75
c223cf02-947e-4a1b-8fdc-88a1a15dfd40,c8ba1d3c-f015-43c8-8e90-0aeef9a0551f,Auto,649476,Houston-Delacruz,346-948-4970x9400,915300.53,3867.57,2024-09-06,2028-03-14,http://lara.org/,True,True,https://www.hayes.com/,2026-04-17T02:03:54.145321,2026-04-17T02:03:54.145321,0190b52c-abbb-4719-b94e-e14cbd5ca8bd,f9f94e07-118a-43fb-8cd9-2eb97a000062
2ac4059a-f916-4e23-8c7f-70a45a71d26f,c8ba1d3c-f015-43c8-8e90-0aeef9a0551f,Auto,508949,"Booth, Austin and Shaw",220.922.9665,292276.06,3760.65,2025-02-07,2027-02-16,https://www.sanders-douglas.com/,True,False,http://cannon.biz/,2026-04-17T02:03:54.145762,2026-04-17T02:03:54.145763,c4db827f-2b2b-40c8-a7b4-4284e2ff7f13,b71a4816-e26b-4ee4-abad-d4d718e8b58a
ed1b0d53-623f-45ea-a627-2d6fa65d2f6b,5f5ce840-55bb-4c31-ae17-e829cf283dcd,Workers Comp,235874,Taylor and Sons,001-476-882-1682x558,816585.52,4257.17,2024-12-10,2027-01-15,http://www.gray-chambers.com/,True,True,http://www.thompson.biz/,2026-04-17T02:03:54.146147,2026-04-17T02:03:54.146147,eb4de499-1c71-4258-a981-f67cbabba0c7,c47902b8-416d-43f2-8476-b1b327d7a33e
6a001312-5f41-4cf4-9984-345f50c25ee3,d91de67d-2ce7-4bcb-b1d3-cf52e1e04b90,Workers Comp,437155,"Cooper, Davenport and Conley",(936)578-4650x109,147203.92,1944.3,2024-12-10,2027-10-19,https://www.swanson-watson.info/,True,True,https://smith.info/,2026-04-17T02:03:54.146540,2026-04-17T02:03:54.146540,6114c2a9-3879-44f2-8535-6fe4a6ae493a,65043f1b-122e-49ce-af54-4557a7f89a2d
835cf874-678d-456f-80d8-b2075800d58c,d91de67d-2ce7-4bcb-b1d3-cf52e1e04b90,Auto,822396,"Banks, Proctor and Rodriguez",001-291-290-1840x045,797303.68,4651.35,2025-03-04,2026-10-23,https://ward.com/,False,False,http://www.duran-pena.com/,2026-04-17T02:03:54.146920,2026-04-17T02:03:54.146921,bc9b7532-35ec-46f8-b04a-19f98b6c2338,c7792b85-9c3b-48e1-bd1b-c472ddddab42
7270ec3d-9ba2-4b5a-8698-2a8682e052fe,6e62d23b-d2ef-427d-941c-9b24c032d2de,Auto,596988,"Johnson, Cantrell and Weaver",(961)322-5575,65543.83,1395.15,2024-06-09,2027-08-09,https://hernandez.com/,True,True,http://vazquez-edwards.com/,2026-04-17T02:03:54.147376,2026-04-17T02:03:54.147377,767f1147-f44e-4fc6-a3c3-e3f06bfed4c7,0241eb1d-450f-4456-acbe-ca67b5edd06f
d8b44312-46a3-4c54-87a6-764a8607a8e0,6e62d23b-d2ef-427d-941c-9b24c032d2de,General Liability,978947,Foster-Rodriguez,715-984-1596,647593.68,4437.05,2024-07-01,2027-05-28,https://www.mills.biz/,True,False,https://simpson.com/,2026-04-17T02:03:54.147729,2026-04-17T02:03:54.147729,b66917a3-ee62-484f-b1ea-ef17894a53f3,ee084222-2872-4972-8c1c-2164a5134eda
27d8dbf4-858d-40b4-9df2-6ee406a4ed08,fa5b9e1a-3ff9-4c82-b361-ffdcb06f7db8,General Liability,635726,Hunter PLC,736-778-6853x6723,826063.52,2861.46,2024-08-23,2028-01-02,http://clark.com/,False,False,http://www.rosales.com/,2026-04-17T02:03:54.148134,2026-04-17T02:03:54.148135,182ef36a-1dc0-4348-9ff6-85bee1bb7581,bee8435c-a8e6-4d22-a5a9-e09b66efc4b8
b64d577b-c079-4b52-b07c-0b267a66141e,fa5b9e1a-3ff9-4c82-b361-ffdcb06f7db8,Auto,503265,"Bailey, Lopez and Wolfe",001-232-740-9823x7460,32333.86,2767.36,2024-11-13,2027-04-29,https://www.williams-thompson.net/,True,True,http://www.williams.info/,2026-04-17T02:03:54.148617,2026-04-17T02:03:54.148617,ffcea867-cca4-4c9a-ba03-d65cdf47d43b,b3049591-bdf2-4add-b0b9-93654be2e35c
dbfd863f-148b-485a-987f-45c8f0c4954b,8a52e91a-116b-43eb-b374-655a3e7bd7da,Auto,819345,Scott-Howe,618.491.1351,652350.04,4696.35,2024-11-22,2028-03-03,http://garcia-murphy.com/,False,False,https://www.garza.com/,2026-04-17T02:03:54.149027,2026-04-17T02:03:54.149027,fb6de520-ad91-4405-8469-4fe2f2261160,9a6ba77a-f547-4274-8724-c8c9b75a6778
7273c23e-cf0a-4eee-be47-0a88f21f1be4,e88cc29d-e09c-4752-9c6a-fcef485e6774,General Liability,821054,May-Davis,397-798-4416x31608,594506.43,3714.16,2024-12-07,2027-10-05,https://www.tucker.info/,False,True,http://www.sullivan.com/,2026-04-17T02:03:54.149389,2026-04-17T02:03:54.149389,837966a2-1389-47d7-8b1b-a43bee3e09fb,12da5f54-4498-45ef-92bd-e5ae4b84c75b
238ae5de-3324-47a9-8920-419a868ca07d,38ff6fc1-c6f8-4816-8b72-584acfa422b6,Auto,113353,"Thompson, Davis and Allison",9647674095,677774.11,2254.14,2024-12-15,2027-07-18,http://www.campos-cameron.org/,False,True,https://www.cisneros.com/,2026-04-17T02:03:54.149743,2026-04-17T02:03:54.149743,303ad0a1-98ed-4711-81cb-548bc0b8467b,de3fa4f8-d0cc-4b50-b12f-dfd8312faaca
63c10da3-cc28-4596-bf60-860208882607,38ff6fc1-c6f8-4816-8b72-584acfa422b6,General Liability,188354,"Bell, Cooper and Mcmillan",650.988.2888x3585,589563.21,4486.35,2024-10-08,2026-05-24,https://rose-jacobs.com/,False,True,http://rodriguez.biz/,2026-04-17T02:03:54.150201,2026-04-17T02:03:54.150202,d672c6db-0c07-4ef6-9822-e4198a30fdec,2759fda0-4520-4513-84ab-860e556a338b
617f84b5-261c-45b6-bc47-e6a339bff2a0,8ca44dc2-0516-4873-b2a3-9cefd0405792,General Liability,916451,"Perez, Kelley and Miller",(223)332-9087x10531,25455.71,1638.01,2025-03-30,2027-04-07,https://carlson.biz/,False,True,https://www.bridges.com/,2026-04-17T02:03:54.150544,2026-04-17T02:03:54.150544,2c1918a2-d2cb-45a7-a377-d302eaa52802,2f5cf84c-66fb-4292-9d5c-ed7314905d65
161b36d1-bc5e-41d8-9c12-5b0589c6fe24,8ca44dc2-0516-4873-b2a3-9cefd0405792,Workers Comp,410888,Sullivan Ltd,+1-534-393-9059,394941.7,844.52,2024-10-28,2027-09-20,https://www.clayton.com/,False,True,https://craig-brock.biz/,2026-04-17T02:03:54.150913,2026-04-17T02:03:54.150914,7b0b0b18-0cbf-4e55-b29d-65fc56f0056a,c82f0ef3-f239-4ddc-8e5f-cd43c6625ca0
6761eb8f-1d4e-4941-af28-947f9234d23c,c36f9659-2027-4f26-bdff-659b0b354010,Auto,369530,"Brown, Williams and Sawyer",884-794-6652x13817,623504.79,2620.32,2024-05-18,2026-07-23,https://garrett.com/,False,False,http://norton.info/,2026-04-17T02:03:54.151348,2026-04-17T02:03:54.151349,99366f90-d2d5-406f-8491-02991ed7eb74,4cf7ca8a-102f-4560-894d-e8d8bfc22dad
a0cd73ef-a9bd-42d8-9d45-ba5380937533,3e7fa867-83c9-4441-bda1-9f15dbd44fbe,Auto,633563,"Sandoval, Stevens and Pacheco",305-339-3100x927,139195.96,4512.63,2025-03-14,2026-05-19,https://www.page.com/,True,False,http://www.taylor.com/,2026-04-17T02:03:54.151769,2026-04-17T02:03:54.151770,2ae7f030-c3db-4d25-8791-cbc8cb7abead,2d528d7c-7908-438f-8055-0e953a59aa3d
e06c0cc6-c09f-481a-b507-a64188971ec6,3e7fa867-83c9-4441-bda1-9f15dbd44fbe,Workers Comp,136049,Mcclain PLC,+1-617-344-8212x1181,300848.09,953.43,2025-01-02,2027-06-23,https://www.cooper.org/,True,False,http://www.castro.org/,2026-04-17T02:03:54.152175,2026-04-17T02:03:54.152175,065edb58-ff85-4064-95d9-157c9787d896,2fa14d0c-940f-48f6-aa8b-84155e28e527
ba25bf03-de95-4f10-b2f4-d0c3510b3f89,4f856969-3462-414c-8476-121cffd6d192,General Liability,348392,"Hoffman, Chavez and Pearson",854.958.1319x5482,903718.22,2893.49,2024-08-10,2028-01-19,http://www.cruz-perez.com/,True,True,http://www.flowers-villegas.biz/,2026-04-17T02:03:54.152616,2026-04-17T02:03:54.152616,d672c6db-0c07-4ef6-9822-e4198a30fdec,98bebc02-7a5c-43ac-a71b-ef5cfd33b5f5
be0b17d0-dc63-4f1d-94e1-4d36e8c716c9,6b30d809-bd03-404a-9f48-ee6e877da9e2,Auto,149160,Wright Ltd,822.757.6332,44454.1,2535.33,2025-01-25,2026-04-27,http://fischer.info/,False,False,https://santiago-hughes.net/,2026-04-17T02:03:54.152981,2026-04-17T02:03:54.152982,63a683da-8f79-4c9a-8447-3e2e89cff056,2a23c692-dc26-4a37-a04e-c2c41751e46f
