id,work_order_id,invoice_id,description,assigned_contractor,priority,status,vendor_id,start_time,due_date,assigned_at,completed_at,estimated_duration,service_type,notes,contractor_start_location,contractor_end_location,estimated_quantity,unit,special_requirements,anomaly_flag,anomaly_reason,created_at,updated_at,created_by,updated_by,additional_information
523646fd-e396-4f63-bca4-a43487b9c05d,f3213a84-f9e3-4c03-994b-d225d749d637,,"First sometimes few billion. Group arrive give. Region purpose look evening. Wife read training situation.
Threat commercial in laugh. Realize ready record science condition future.",114dd698-f45f-41ce-b2c6-f870d2081962,LOW,ASSIGNED,caf5c35e-8892-4788-8d42-8a3762392493,,2025-07-13T19:18:56,2025-07-06T01:35:41,,"3 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Better whether every cost least. Final his operation north. Writer actually training across.,"41.2104655,-69.644381","-59.440295,-109.774530",42.0,days,That society voice major camera we.,True,,2025-07-05T06:41:56,2026-04-15T17:29:01.238093,98630172-4fdc-4f18-b224-1f37b6e1198c,98630172-4fdc-4f18-b224-1f37b6e1198c,"{""source"": ""sample_generator"", ""has_photo"": false}"
4aea91c0-2f7c-43ca-a02a-649f857199e1,f93165ca-cb94-4668-b4ef-8e29ddaa7e6f,,Over music another let thought. Card strategy sell break information mother response. Trouble dream short standard color yard image suffer.,c5337f40-b419-42ca-b0a3-72e682988130,MEDIUM,ASSIGNED,caf5c35e-8892-4788-8d42-8a3762392493,,2025-05-31T12:30:27,2025-05-25T02:10:59,,"1 day, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,"Everything today since throw. Thought beyond commercial onto.
Sometimes third rather figure this.","-14.5402885,-92.972630","-28.091440,-62.890314",92.63,visits,Sure white customer public shake try analysis assume.,True,A road us win store.,2025-05-22T10:39:05,2026-04-15T17:29:01.238213,e6115675-4931-4053-b8f3-0d07e5d90c17,8fe5efae-4b8e-4807-a660-697f0dab03eb,"{""source"": ""sample_generator"", ""has_photo"": false}"
1de98676-d111-47ae-932a-64e5dab953f9,a28168a1-1367-4eb9-a22c-b0b29a3dcd4c,,"Available before morning approach he gas. Ten large news and. Impact also mouth cover newspaper process.
Over his than find. Special end just home.
Many coach collection rule side cup.",799dc9f3-5a53-4eb7-a6d9-5af176bf25b3,HIGH,ASSIGNED,178092bb-6e91-420c-855b-72ec438a5619,,2026-03-28T08:35:00,2026-03-22T21:51:28,,"1 day, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Ten huge media line paper far. Sport along modern that. Many paper next make degree ball.,"26.9831235,128.270815","63.202776,178.569751",34.17,loads,Lawyer anyone chair fast week once which.,True,,2026-03-22T13:45:50,2026-04-15T17:29:01.238339,cc302413-1f99-43ff-bfdc-63d1d75a5ec1,60e1e636-69e2-46a3-9c66-e40b185f797a,"{""source"": ""sample_generator"", ""has_photo"": true}"
f49ad1a1-ed64-463d-846f-2579845b2fd0,6f86bf92-4945-44f2-9a5d-b9c6e46a86bc,,Produce media product soon quality interesting type. Beyond floor leg discuss easy shake budget enough.,bec7045f-5de5-4a6d-97de-5c10a2368289,HIGH,ASSIGNED,caf5c35e-8892-4788-8d42-8a3762392493,,2025-04-26T08:18:22,2025-04-18T18:48:52,,"2 days, 0:00:00",507eccaa-b7aa-4165-ab69-81c8ee2fc66e,Your best black east entire degree position. Resource miss sound. Never kitchen film.,"16.8868905,78.654698","69.1804645,43.217731",64.39,loads,Own share already.,True,Strong market whether dinner college laugh.,2025-04-18T06:14:54,2026-04-15T17:29:01.238434,e71dc9b4-26c8-4db1-b0da-3bb6dbd72f7d,c49a4f3e-dd51-45cb-9974-5c2df7e9d067,"{""source"": ""sample_generator"", ""has_photo"": false}"
74d3516f-8948-49cb-a98e-b0146bcfbb63,a4aa11f1-389b-40d7-b3ec-743a698893c3,,Capital less add environmental today theory wide. She take member late. Audience organization the data sister those sound.,e2ef6662-d7a6-4240-8c64-8661c10cbbaa,MEDIUM,ASSIGNED,f7ac28b3-844f-4372-be52-2862c8b0ac65,,2026-03-03T07:08:02,2026-02-25T11:22:29,,"3 days, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Firm book already two. Movie among know early boy better.,"-35.5325495,-11.360850","-2.090389,18.678779",86.99,visits,For sometimes glass himself.,False,Grow pattern do house fish.,2026-02-24T08:40:02,2026-04-15T17:29:01.238523,81e19a96-10ae-4ba6-a590-f60764673222,0032833e-a079-459a-ab73-a0f93a485440,"{""source"": ""sample_generator"", ""has_photo"": false}"
f8b3f0fa-a45b-48d3-ac8b-a1c4c2dc10ae,73015ea0-03fc-42d3-a14c-5db35651203a,,"Raise also wear candidate expect I resource. Money color assume day realize almost vote.
Design space strong back nor ready might. Later card charge scene minute. Figure according director.",b18a312f-bf2c-4e17-954d-d86a03fa9d30,HIGH,ASSIGNED,78e9db8d-5870-411d-ab09-04a093fad4f2,,2025-06-07T14:45:53,2025-06-02T08:20:56,,"2 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Necessary international conference election certainly. Able fast here interest want peace say.,"72.4418555,-95.198662","30.2784805,-127.919924",84.34,visits,Develop together set book meet term.,True,Health issue what hospital real yes.,2025-05-31T12:50:21,2026-04-15T17:29:01.238601,04051496-a8b1-466a-baf2-f9f644e9670c,9bab145d-3787-4e8a-bb65-f14be767009c,"{""source"": ""sample_generator"", ""has_photo"": true}"
593584dc-8377-4a0e-aaa1-b6c2db943398,497a5591-8393-482f-b6c3-aba5986c6f82,,"Significant never special add before always their tree. Health it let team.
Boy they crime people. Personal safe feeling sit. Late work fill.",ed31bfb1-7ffb-45b3-ade2-aa7a99c91223,MEDIUM,ASSIGNED,178092bb-6e91-420c-855b-72ec438a5619,,2026-02-02T17:05:50,2026-01-31T08:58:17,,"3 days, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Late around order program decade feeling. Child education bad example raise.,"-80.682376,-155.046673","-15.843718,165.381311",80.68,loads,Return many see since TV.,False,,2026-01-31T08:12:31,2026-04-15T17:29:01.238676,111a7ff0-687f-49f4-af47-44423eae27ef,2322d241-de38-4873-862c-d7266e7f9a61,"{""source"": ""sample_generator"", ""has_photo"": false}"
546cfd8a-aab8-4fab-9168-74ae4f6e2243,9cd0bdf0-abd2-4d7f-b3d3-0af4d6bfa486,fbd2134c-7d7e-4de0-ad81-e594103ce917,"Best public born season. Feeling even positive method go certainly.
Recently adult reality home move they. Bill three machine oil season discuss wait.",04ed8694-f13c-4e81-bdaf-ad98a5a2fab5,MEDIUM,COMPLETED,caf5c35e-8892-4788-8d42-8a3762392493,2025-03-11T07:38:08,2025-03-16T08:44:36,2025-03-09T14:53:45,2025-03-13T15:25:02,"1 day, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Sign available fall. Coach edge tax such.,"56.1401925,48.248904","72.0211305,41.287047",45.33,loads,Market case skill.,False,Skill own husband right successful arm less might.,2025-03-09T08:45:17,2026-04-15T17:29:01.238762,1b72ce0f-489c-4eaa-bdec-5b1653f882a0,7640b8a5-cdd6-41f5-aa7a-bbfec518c06c,"{""source"": ""sample_generator"", ""has_photo"": true}"
13f9d242-9593-470b-a41e-e7b7931f8d83,410d6665-a45d-4524-ad3b-27971be08df9,,Town together TV decision daughter coach. Alone measure spring painting impact its item. Hard much second defense become claim attack.,cd38b3a9-c900-47e0-872e-28a34a3981e8,LOW,IN_PROGRESS,178092bb-6e91-420c-855b-72ec438a5619,2024-07-13T11:39:25,2024-07-15T13:42:22,2024-07-13T07:21:51,,"3 days, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,"Try sister start actually.
Fact sort face environmental down live all. Data area stuff teach.","68.442937,69.164736","74.5945595,133.451209",75.11,days,Evidence score light.,False,Somebody when major kitchen interest data.,2024-07-12T01:54:01,2026-04-15T17:29:01.238877,2982f412-3b5a-4804-a678-2f5d4158f436,1df190f6-84df-4181-a4f9-e6b439ebf206,"{""source"": ""sample_generator"", ""has_photo"": false}"
665deddf-8bb3-4421-bd91-8779e314ae15,fc3661d8-df1a-4ccb-b99b-ee7221fe7942,,Action red tax life bring allow short door. Note nature draw cultural at bad anyone.,72a49e05-04a0-42fd-8749-136822a9b9a1,HIGH,ASSIGNED,f150399c-24b0-47e7-8138-57cf58f47919,,2025-08-20T04:24:58,2025-08-15T17:13:24,,"2 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Number century almost really. Fly its decide should southern.,"-75.896247,150.579752","-5.0759485,19.368821",43.3,days,Seem office west food.,False,,2025-08-14T19:20:25,2026-04-15T17:29:01.238947,98f32453-4994-4743-8a2f-ec8e63c34606,bdb6f702-ecf4-43df-90f2-43e77254226f,"{""source"": ""sample_generator"", ""has_photo"": true}"
90198b0f-14be-4ae6-b1ee-2ebc1ce7d147,bdbfdd7e-3d68-4e2b-94dc-d90ec832c221,,"Parent culture information deep deal put. Throughout sound hard stage lawyer. Military street past worry.
Buy establish gas wonder. Help nor there member standard family.",130cb208-a2cf-473f-8b24-5024dbc8ec55,MEDIUM,ASSIGNED,178092bb-6e91-420c-855b-72ec438a5619,,2024-07-19T02:13:10,2024-07-14T00:59:27,,"2 days, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Never morning money politics. Easy meeting hit them room peace.,"86.646337,-160.949479","-50.947820,-165.859102",15.15,visits,Sure realize step stuff traditional sometimes treat.,False,,2024-07-12T14:34:13,2026-04-15T17:29:01.239034,b264b5aa-a755-42cf-8088-b995e96e6977,85ef47ea-9d5d-4541-ac95-217a6a021097,"{""source"": ""sample_generator"", ""has_photo"": true}"
85585a5d-e6e2-49c7-8163-9ff8c17301a8,85c944c1-3747-4d2f-8fcc-b58b9b4067b5,,"Only result have hard series black war spring. Success society industry newspaper.
Scientist argue learn candidate. Bar production assume issue town chair box book.",,MEDIUM,UNASSIGNED,897a0086-d907-4a32-8c7a-43b6b40b21c2,,2025-07-29T06:29:32,,,"1 day, 0:00:00",507eccaa-b7aa-4165-ab69-81c8ee2fc66e,Left discussion foreign work wife. Condition over try public wear investment. Such teacher often.,,,23.02,days,Receive story shoulder out.,False,,2025-07-21T22:26:58,2026-04-15T17:29:01.239135,31a270e9-e056-40ff-bd63-9b53051377d6,46f533c5-2610-4df5-9eca-b3c933b20f77,"{""source"": ""sample_generator"", ""has_photo"": true}"
a3a171ff-6d7c-475a-87f3-1b1ae3f99851,ac5d1a4b-4b73-417e-9109-62da3ae2095c,,List suffer close environmental. Man sell industry some woman professor despite. Wear I meeting operation as show. End decide nor keep morning hope night.,,HIGH,UNASSIGNED,897a0086-d907-4a32-8c7a-43b6b40b21c2,,2025-09-12T00:25:42,,,"3 days, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Level vote accept style window best eat. First very check democratic. Leg short gas major.,,,72.14,days,Bill water adult during right dream.,True,Economy black growth recognize read try wonder mention.,2025-09-06T19:07:16,2026-04-15T17:29:01.239241,17e78a26-b55c-4cf1-a224-a10679bf7737,bc285691-8449-4e1d-bd21-dff76ba31581,"{""source"": ""sample_generator"", ""has_photo"": false}"
80233405-9fa0-48b3-97b6-a5572c189f34,5e47489a-5a8b-45e1-b2bf-4819f3ad1515,,"Political nice then person. Apply be she phone easy million good eight.
Yourself fire affect.",b18a312f-bf2c-4e17-954d-d86a03fa9d30,LOW,ASSIGNED,78e9db8d-5870-411d-ab09-04a093fad4f2,,2025-03-06T21:08:29,2025-03-04T07:51:46,,"1 day, 0:00:00",ab459ac2-cfb1-401d-98f6-e0f2aac20eef,Seek likely year give enjoy station. Or return quite control.,"26.3342345,167.954231","81.8765535,159.864753",23.57,hours,Item measure above.,True,Step nearly write art type.,2025-03-02T10:26:08,2026-04-15T17:29:01.239344,d26dffb1-acd7-4ae4-9484-ad2da4651009,c49a4f3e-dd51-45cb-9974-5c2df7e9d067,"{""source"": ""sample_generator"", ""has_photo"": true}"
5db7bde5-9f53-4e04-b316-6d6c7c36f367,543fcb5e-55ea-4c47-880b-cd86a971be7e,,Thing economic bit experience. History wonder everybody enough beautiful forward. Agree federal collection off.,bec7045f-5de5-4a6d-97de-5c10a2368289,HIGH,COMPLETED,caf5c35e-8892-4788-8d42-8a3762392493,2026-03-30T04:22:25,2026-04-04T12:13:37,2026-03-28T09:14:08,2026-03-31T19:31:32,"1 day, 0:00:00",507eccaa-b7aa-4165-ab69-81c8ee2fc66e,Product fall their trial. Source which air coach themselves movie.,"1.670170,-48.638636","76.9163025,-53.002339",70.2,gallons,Bring artist affect seem.,True,Choice decide church nearly subject should.,2026-03-26T01:37:15,2026-04-15T17:29:01.239451,53241016-d20a-48ec-8d29-c416cc69b531,7ec49252-0e78-4e36-bf2e-b42b4efd1d11,"{""source"": ""sample_generator"", ""has_photo"": false}"
3f542bb0-a569-404d-86a4-a0157726917f,e2f64905-2050-4283-a4ad-809afab4df0f,,"Shoulder its three lose. Fight low subject they.
Parent world real exist. Watch nor relationship fish his.
Natural administration four talk. Million risk military.",4ef21ad5-5fa2-44dc-8fea-e1a402b2b9dc,LOW,ASSIGNED,f150399c-24b0-47e7-8138-57cf58f47919,,2025-12-21T09:27:25,2025-12-14T21:52:40,,"1 day, 0:00:00",52c0ef2d-6ce8-4220-9de1-d251925fbd03,Able month past loss road tough Republican. Of offer attention either.,"29.343540,32.218939","75.5611515,-18.281420",34.76,visits,Strong look name member decade those fill.,False,Memory rate avoid federal computer experience local.,2025-12-14T12:40:22,2026-04-15T17:29:01.239531,03b77240-5a87-4cc0-b02b-460f480593ac,6025a53a-0370-4735-8189-50dc8958004d,"{""source"": ""sample_generator"", ""has_photo"": true}"
81180d49-9226-4e8b-8d75-238a0e6821fd,32b20203-3701-498e-8352-ec4dc01e39bf,,"Second think rise onto live wind. Share front item foot. Society soon charge.
Partner father their. Bring reflect PM tell.
Week free sure today detail structure. Focus simply them.",d56c2465-8bbb-4114-a028-956f97bab992,LOW,IN_PROGRESS,f150399c-24b0-47e7-8138-57cf58f47919,2025-01-29T11:03:07,2025-02-02T23:13:02,2025-01-28T15:11:45,,"3 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Industry wonder oil mouth. Dog under require population agent indicate.,"-85.588460,-167.309211","-53.4623175,86.724524",53.06,days,Four language hospital kid key yourself big.,False,Avoid keep point wind increase week PM.,2025-01-27T17:54:38,2026-04-15T17:29:01.239616,a001f0d8-8aac-431e-ac81-8c4211821d9e,527cbb15-c2e7-488f-867e-a26cb639ea17,"{""source"": ""sample_generator"", ""has_photo"": false}"
ad35abc5-043d-45ff-b9ad-0847f10ba01d,1a21d998-f211-4739-b737-115767d141e9,,Nothing provide recognize wish know yet mean stock. Board detail or soldier including stuff. Culture music may amount common edge.,657fe32d-9bc5-4158-8df8-f6d1351d7745,LOW,ASSIGNED,ce9cc217-222b-4e0e-b747-e14c984f3a44,,2025-07-21T06:44:44,2025-07-17T22:29:07,,"3 days, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Nor child star market any vote. Deep across girl owner raise. Sing within light remain.,"-2.7681615,162.275161","46.1648205,63.296118",39.41,hours,Various federal some create state TV.,False,Ten call trade often ground whether bring.,2025-07-17T21:49:34,2026-04-15T17:29:01.239704,53c8f279-076f-46dc-ac37-326ed0d77e16,b9b23dac-fc8e-4685-996f-f924ceb4e649,"{""source"": ""sample_generator"", ""has_photo"": true}"
ea12537a-bace-4b50-8ed0-6b22647b74de,4822e8cb-35d2-4d92-b9bf-a0871c2ae32e,,Trial remember student face someone staff rock. Two away find impact hot hold nothing. Second call accept sign building line participant.,cd38b3a9-c900-47e0-872e-28a34a3981e8,LOW,IN_PROGRESS,178092bb-6e91-420c-855b-72ec438a5619,2025-04-27T17:42:11,2025-05-03T03:43:30,2025-04-27T05:28:08,,"3 days, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Face word though live always item. Plant specific old.,"11.928349,-15.210655","-52.9315985,153.348497",40.68,visits,Value growth since travel.,False,,2025-04-24T19:04:46,2026-04-15T17:29:01.239804,b3508655-a6d1-4af1-9a90-2494997803e3,193e4cf2-bcf3-486f-a6dd-8ad642dccc24,"{""source"": ""sample_generator"", ""has_photo"": true}"
0f40c065-8c33-47e1-adb3-7103bd290529,be578501-d082-4967-8ce2-97626d5ed55d,,"Sport fund large entire energy. Lay even response contain. Feeling moment authority official. Truth long southern white each mind.
Yet determine dream break hour individual low.",76436214-2f6d-426d-be20-73a29b70573c,LOW,ASSIGNED,d805696e-176b-405d-9115-27a80ce05d60,,2026-01-12T17:36:58,2026-01-10T22:22:17,,"2 days, 0:00:00",52c0ef2d-6ce8-4220-9de1-d251925fbd03,Wife their page evening try fund. Crime fund participant high.,"23.4607165,87.515393","-19.5608145,-105.422283",68.98,days,Environmental why central laugh treatment heavy mother.,False,,2026-01-10T08:45:46,2026-04-15T17:29:01.239906,9e68d216-b110-4ebc-a986-46c454e4b669,d9ab9263-d0a8-4aa6-b228-429ac1528bad,"{""source"": ""sample_generator"", ""has_photo"": true}"
c5fd2d18-1383-4091-98db-aa0ba244707f,fc116b7e-b161-4b17-b45c-97ea5b66dee7,,"Evidence movement human attack free return. Store major religious.
My scene their scientist pay level any. Road best sea wear off.",114dd698-f45f-41ce-b2c6-f870d2081962,MEDIUM,ASSIGNED,caf5c35e-8892-4788-8d42-8a3762392493,,2024-11-17T01:57:05,2024-11-12T04:53:04,,"2 days, 0:00:00",52c0ef2d-6ce8-4220-9de1-d251925fbd03,Might lawyer family. Capital cold season strong possible TV.,"-2.8629755,-15.374581","13.153736,57.723161",85.78,visits,Movement risk show stay.,True,Charge citizen central rule body learn idea.,2024-11-11T20:24:02,2026-04-15T17:29:01.239984,749666b6-a9ba-4c72-8175-f6d1f023e6f7,d9ab9263-d0a8-4aa6-b228-429ac1528bad,"{""source"": ""sample_generator"", ""has_photo"": false}"
6062ed64-89fc-48f3-b91d-ea0eda30c327,b068ef2d-c472-4033-92fe-13d66f7c2dda,45e0c848-cb66-4124-99a6-f1557fe1e8d3,"Design lose prevent can. Paper base wife development lead. Among media different ever.
Education game may upon speak be say lead. Exactly Mrs together air which.",892f3dde-1671-47a7-9635-7369335ee047,MEDIUM,COMPLETED,4d0a2d5c-a53b-4133-8678-90befa01d6d7,2025-04-23T07:58:54,2025-04-27T14:57:13,2025-04-21T02:05:05,2025-04-25T15:39:21,"3 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Agree easy raise follow whose hair avoid particular. Certain measure oil number financial push.,"-17.1947425,43.075626","78.6213495,25.383938",6.88,gallons,Eye wall central wife campaign create.,False,A accept near.,2025-04-20T01:30:06,2026-04-15T17:29:01.240113,a51bf15c-01bf-484e-9696-4472522b3e9b,6568a256-de26-4003-84df-415d757c15d9,"{""source"": ""sample_generator"", ""has_photo"": false}"
f4bb7156-c457-4f67-aafd-aab1d630b7d6,7475e057-75f4-48a0-8466-84a1e21e278a,dfeaf619-1833-4822-9ce3-e210fe4fb0df,"Hundred help produce standard center. Threat none contain rate change nor.
Put hundred leader painting it voice. Agency return what question common argue once. Education particularly lead out thus.",d915f117-ab81-4b17-9d4f-b3ee8c8c718e,MEDIUM,COMPLETED,78e9db8d-5870-411d-ab09-04a093fad4f2,2026-04-05T19:10:59,2026-04-09T21:06:22,2026-04-05T18:02:00,2026-04-08T20:59:00,"2 days, 0:00:00",ab459ac2-cfb1-401d-98f6-e0f2aac20eef,"Company letter middle play down control. Open follow value collection.
Popular Mr throughout ago.","64.786279,-25.335635","19.6922725,65.861647",42.45,loads,Energy a boy space.,False,,2026-04-05T16:24:10,2026-04-15T17:29:01.240259,d336f5dd-9623-4de7-8a9c-fd82897553fd,46f533c5-2610-4df5-9eca-b3c933b20f77,"{""source"": ""sample_generator"", ""has_photo"": false}"
1496ec8f-b3aa-4107-b29e-c553d278baed,7c8f6755-5e78-4bfd-a2ea-d1ab23f42e83,,Today my note example policy hear figure. Some simple nature city ability particularly gun. Type condition manager unit prove.,a8efa45a-9571-4310-a8c7-55f472166bce,HIGH,IN_PROGRESS,f7ac28b3-844f-4372-be52-2862c8b0ac65,2025-05-19T10:01:03,2025-05-23T23:00:58,2025-05-19T02:44:34,,"3 days, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Image clearly every tend just. These rest miss. Trade two college character wish him defense.,"3.221425,-63.585873","81.3655945,151.889323",32.92,loads,Production establish population charge.,False,,2025-05-18T14:04:18,2026-04-15T17:29:01.240351,fc3fafa5-23de-4063-9925-4954270e4f21,5d27a539-d36a-46c7-811e-8b229052ad6e,"{""source"": ""sample_generator"", ""has_photo"": true}"
c61736e1-f0b8-4a67-b18d-34e1434a1429,d93bc136-8e31-4ac8-a6b4-af6f8c670be0,,Keep let letter president meeting every ago country. Well truth former trade expert. Party society discussion real.,c5337f40-b419-42ca-b0a3-72e682988130,LOW,COMPLETED,caf5c35e-8892-4788-8d42-8a3762392493,2025-03-06T18:50:07,2025-03-11T14:41:57,2025-03-06T07:30:19,2025-03-10T16:18:27,"1 day, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Customer between soon smile feel western upon. Enter appear fund meet food ground fall view.,"57.8015365,113.747801","-49.745564,119.512534",43.66,hours,Call civil cause country.,True,Democrat spend entire fast.,2025-03-05T21:04:50,2026-04-15T17:29:01.240481,527cbb15-c2e7-488f-867e-a26cb639ea17,04c68f8d-50cf-4207-95f2-47d852ed9abe,"{""source"": ""sample_generator"", ""has_photo"": false}"
ae76a80b-291f-4888-a233-2be72b071742,3d70eb81-86b0-4773-9aba-1df70eec9cb2,,"Focus stop level again. Use prepare no three try investment a. Fish end letter fire second father modern.
Unit down opportunity exactly seat. Hundred company sign others.",5d0301f8-7a74-4fa5-83d5-6bd8c865642c,MEDIUM,COMPLETED,897a0086-d907-4a32-8c7a-43b6b40b21c2,2025-06-26T14:23:20,2025-06-30T10:22:39,2025-06-25T16:04:08,2025-06-26T16:16:32,"3 days, 0:00:00",507eccaa-b7aa-4165-ab69-81c8ee2fc66e,Visit better them mind state interesting teacher. Well goal meet learn public just expect.,"-28.4717975,-176.111177","22.329002,-75.390857",78.9,visits,Cultural recently on night main.,True,,2025-06-25T15:25:30,2026-04-15T17:29:01.240639,a40cbbae-c985-4e10-9182-b2a64083e23d,291a9498-f480-45f1-b746-602417aeedcf,"{""source"": ""sample_generator"", ""has_photo"": true}"
8b3e3c00-386f-4592-b343-9326ad0b963e,2413bb2f-6768-4afa-9ffa-f08ef179ec9c,,"Behind production charge discussion anyone world moment. Vote everyone worry call movie. Forward sense then little subject.
Question center nation cultural maintain oil event air. Act about yeah.",c17e7a2b-ddd5-417a-9864-e2f6d9e2b7ed,MEDIUM,IN_PROGRESS,f7ac28b3-844f-4372-be52-2862c8b0ac65,2026-02-05T20:23:00,2026-02-11T06:49:27,2026-02-05T15:02:17,,"2 days, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Maintain call ball yourself doctor one improve. Those behavior edge enter student.,"0.2905135,7.020585","3.6886635,-91.199899",26.28,hours,Value everything almost easy candidate.,True,Simple discuss dog thousand sound.,2026-02-04T23:07:06,2026-04-15T17:29:01.240719,953798d3-c1b7-473a-aa89-0d071dba0ea2,7640b8a5-cdd6-41f5-aa7a-bbfec518c06c,"{""source"": ""sample_generator"", ""has_photo"": false}"
c3b7192a-22d2-42e1-94f2-454d96b96f17,82dce7ea-5a49-47ac-87dc-d19f6d16ed44,,Over century describe test popular. Structure letter across here quickly position center. Free modern since sing rock.,d915f117-ab81-4b17-9d4f-b3ee8c8c718e,LOW,IN_PROGRESS,78e9db8d-5870-411d-ab09-04a093fad4f2,2025-01-12T16:09:12,2025-01-18T00:06:12,2025-01-09T22:36:57,,"2 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Call against ok bed interest general ball. Machine probably generation.,"11.8690975,-127.966724","-84.181327,122.788885",93.36,hours,Agree because all ball where cultural research.,True,Piece with source lose wonder.,2025-01-09T22:04:41,2026-04-15T17:29:01.240828,e04752b2-9b8f-4da5-903a-44d8cc176e45,e383167c-2f4b-4107-b53b-3eea9fd1b5a9,"{""source"": ""sample_generator"", ""has_photo"": true}"
20b1108c-8357-4674-b948-338c396cb890,28fb59c6-046b-4b8b-a0d9-0915fec23706,,Movement health culture make tax. Around pretty during learn teach important. Five thing only explain about air draw before.,10ea4181-5097-4e8b-86eb-97c273c0b51b,MEDIUM,IN_PROGRESS,78e9db8d-5870-411d-ab09-04a093fad4f2,2024-06-09T01:37:39,2024-06-11T17:06:28,2024-06-08T16:18:40,,"3 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Yet page majority form century. After wish recently alone. Staff face to here coach most dream.,"65.6635255,-98.269668","26.2950095,103.710639",2.68,gallons,Your decision add fly party ground price.,False,,2024-06-08T12:17:23,2026-04-15T17:29:01.240917,b7d18447-b5e5-40b1-93f7-1c000626b4e8,48a84043-995b-411b-b1da-f64f38eedbd4,"{""source"": ""sample_generator"", ""has_photo"": true}"
adc72232-da81-451f-9b4b-6f6a40d2e532,9bd743b7-e040-4fe6-9b2f-329a77f05913,,"Land bar information military movie current book. Instead if particularly effect performance three treat.
Early outside senior husband still nearly. Space reach remember page night sign.",,MEDIUM,UNASSIGNED,78e9db8d-5870-411d-ab09-04a093fad4f2,,2025-08-13T14:55:31,,,"3 days, 0:00:00",ab459ac2-cfb1-401d-98f6-e0f2aac20eef,Coach pretty miss public hair.,,,2.97,gallons,Per evidence son maintain perform animal if.,False,None teacher relate whether.,2025-08-10T00:31:43,2026-04-15T17:29:01.241011,1b72ce0f-489c-4eaa-bdec-5b1653f882a0,e15b85ae-977a-4b92-b5cd-b7ccc86622bd,"{""source"": ""sample_generator"", ""has_photo"": true}"
c3832dc1-cddf-40cf-bdbd-440ec2377b60,73723d5b-799a-492f-889d-0f104d18bb35,,"Or want entire head man seat bed. Senior various according simply kid yard improve.
Thus market western course film. Part pay agent story send under collection. Against so sound last.",657fe32d-9bc5-4158-8df8-f6d1351d7745,LOW,ASSIGNED,ce9cc217-222b-4e0e-b747-e14c984f3a44,,2025-09-11T07:18:30,2025-09-08T20:01:30,,"1 day, 0:00:00",ab459ac2-cfb1-401d-98f6-e0f2aac20eef,Attorney use task religious eat sound official weight. Food effort fear career group.,"77.399890,-81.213595","-30.079298,26.003513",91.71,days,Determine everyone window.,False,Direction remain strategy capital magazine to.,2025-09-07T01:42:53,2026-04-15T17:29:01.241116,88438604-ebd8-4bdb-b3e7-e1feba25313d,9b8d11ac-e8f9-4ebd-8c96-5dbb4e251908,"{""source"": ""sample_generator"", ""has_photo"": true}"
96ffca16-9655-4aed-bf11-ad9a25a89bce,558a39d5-e01e-4cca-adf2-f19aa392d053,,"Strong not clear. Later should government. Son real both.
Face investment edge most pattern past plan. Group down improve note trade risk fight. Class significant fear not toward.",,HIGH,UNASSIGNED,4d0a2d5c-a53b-4133-8678-90befa01d6d7,,2025-10-16T03:03:10,,,"2 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Answer teacher movement skill assume. Pull offer just decade information.,,,33.95,hours,Between pressure computer yes.,True,May standard until oil indeed appear.,2025-10-11T04:43:51,2026-04-15T17:29:01.241179,43453799-e011-4009-a721-de7f5c31f378,272c424b-d7d0-4c5c-94e1-00778c484f98,"{""source"": ""sample_generator"", ""has_photo"": false}"
